NAME,LATITUDE,LONGITUDE
SMOERSTABBREEN S,61.528,8.127
SNOEGGEKEN,61.389,8.109
SOENDRE MERAFTESBREEN,68.15,17.233
SOERSENDALSBREEN,61.648,6.289
SOLFONN,60.033,6.96
SONDRE ILLAABREEN,61.586,8.261
SORBMEJIEHKKI,69.729,20.632
SPOERTEGGBREEN,61.6143,7.469
STEGHOLTBREEN,61.801,7.314
STEIKVASSBREEN,65.975,14.289
STEINDALSBREEN,69.393,19.902
STEINDALSBREEN,61.395,8.68
STEINFLYBREAN,61.446,8.674
STOELSBOTNBREEN,61.46,6.887
STOELSMARADALSBREEN,61.435,7.846
STOELSNOSBREEN OE,61.399,8.077
STOELSNOSBREEN V,61.399,8.061
STOEVELBREEN,69.738,20.241
STORBREEN,61.57,8.13
STORBREEN,62.524,8.261
STORBREEN,62.248,7.577
STORBREEN,62.351,7.768
STORE NUPSFONN,59.909,7.145
STORE SUPPHELLEBREEN,61.52,6.8
STORFJELLBREEN,62.297,7.7
STORFJELLBREEN,62.296,7.686
STORGLOMBREEN,66.67,14
STORGROVBREAN,61.661,8.281
STORJUVBREEN,61.647,8.292
STORSKAVLEN,60.752,7.322
STORSTEINSFJELLBREEN,68.22,17.92
STRUPBREEN,69.70574,20.12758
STRUPBREEN,69.706,20.128
STRUPEBREEN,61.796,7.207
STYGGEBREAN,61.64479,8.34078
STYGGEDALSBREEN,61.473,7.885
STYGGEHOEBRE V,61.58,8.539
STYGGEHOEBREAN,61.574,8.56
SULBREAN,61.772,8.222
SUNDSBREEN,61.732,6.89
SURTNINGSBREEN,61.537,8.173
SVARTAVASSBREEN,60.726,7.475
SVARTDALSBREEN,61.40644,8.52178
SVARTENUTBREEN,59.99795,6.416911
SVARTFJELLJOEKELEN,70.238,21.952
SVARTISHEIBREEN,66.554,13.762
SVEIDALSBREEN,61.603,7.707
SVEIGDALSBREEN N,61.612,7.701
SVELGJABREEN,59.945,6.283
SVELLNOSBREEN,61.6205,8.3218
SYDBREEN,69.45,19.91
SYGNESKARSBREEN,61.843,7.361
SYGNESKARSBREEN,61.854,7.349
SYRDALSBREEN,60.928,7.022
TEIBREEN,61.805,7.219
TJOETABREEN,61.634,6.88
TORSBREEN,62.137,7.667
TORSTEINSFONNA,60.535,7.5
TR,60.227,6.812
TRETTEN-NULL-TOBREEN,66.72,14.02
TROLLBERGDALSBREEN,66.716,14.441
TROLLKYRKJEBREEN,62.288,7.459
TUFTABREEN,61.414,6.886
TUFTEBREEN,61.67,7.14
TUNDRASKARSBREEN,61.84,7.088
TUNSBERGDALSBREEN,61.6,7.05
TUNSBERGDALSBREEN,68.289,17.936
TVERRAABREEN,61.6004,8.3039
TVERRAADALSFONNA,66.852,14.447
TVERRADALSBREEN,61.617,7.124
TVERRBYTTNBREEN,61.862,7.465
TYSTIGBREEN,61.93098,7.357316
URANOSBREEN,61.427,8.165
VARGABREEN,60.681,7.455
VARGABREEN,60.685,7.485
VASSDALSBREEN,61.554,7.187
VEGDALSISEN,66.791,14.418
VEOBREAN,61.579,8.507
VEOBREEN N,61.595,8.482
VESLEBREEN,61.59,8.132
VESLEDALSBREEN,61.846,7.262
VESLEDALSBREEN,61.771,6.901
VESLEJUVBREEN,61.664,8.348
VESTBREEN,69.491,19.954
VESTISEN,65.992,14.119
VESTRA LEIREBOTTSSKAAKA,60.518,7.438
VESTRE KOLLEBREEN,61.753,7.636
VESTRE MEMURUBREEN,61.53,8.45
VESTRE OKSTINDBREEN,66,14.231
VESTRE SVARTFJELLBREEN,65.988,14.316
VESTRE VAGGASBLAAISEN,69.785,20.189
VETLE SUPPHELLEBREEN,61.522,6.836
VETLEBREEN,61.512,6.726
VETLEDALSBREEN,61.628,7.084
VINNUFONNA,62.67971,8.659257
VINNUFONNA,62.68,8.659
VISBREEN,61.527,8.35
VISBREEN,61.537,8.338
VOGGEBREEN,61.292,6.805
YTRE GJELAABREEN,61.755,7.88
YTSTEBREEN,61.748,8.067
AMA DABLAM,27.88,86.88
AMPHU LAPTSE,27.88,86.94
ANGSE GLACIER,30.343,82.045
AX010,27.7,86.57
AX030,27.72,86.57
BARUN,27.8289,87.095
CHANGRI NUP / SHAR,27.98,86.81
CHOKARMA,29.1983,83.74406
CHUKHUNG,27.88,86.9
DUWO,27.88,86.855
DX080,27.95,86.67
EB050,27.95,86.75
GYAJO,27.88,86.68
KABACHE,28.4536,84.144
KHUMBU,27.95,86.82
KONGMA,27.93,86.83
KONGMA TIKPE,27.92,86.83
KYIMOSHUNG,28.238,85.577
LANGMOCHE,27.87,86.58
LANGTANG GL.,28.33,85.7
LHOTSE,27.92,86.915
LHOTSE NUP,27.94,86.89
LHOTSE SHAR / IMJA,27.9,86.94
LIRUNG,28.25,85.55
LUMDING,27.78,86.59
MACHHAPUCHHARE,28.5203,83.992
MERA,27.72,86.885
NAGMA,27.8663,87.865
NARE,27.83,86.86
NUPTSE,27.93,86.867
POKALDE,27.9,86.8
RIKHA SAMBA,28.82,83.49
RIPIMO SHAR,27.9,86.49
ROLWALING (TRAKARDING),27.86,86.54
SABAI TSHO,27.74,86.84
THULAGI,28.48,84.5
WEST CHANGRI NUP,27.982,86.777
YALA,28.25,85.62
ABEL,-43.32,170.63
ADAMS,-43.32,170.72
AILSA,-44.78,166.19
ALMER/SALISBURY,-43.47,170.22
ANDY,-44.43,168.37
ASHBURTON,-43.37,170.97
AVOCA,-43.05,171.4
AXIUS,-44.17,168.98
BAKER CK,-43.83,169.88
BALFOUR,-43.55,170.12
BARLOW,-43.3,170.63
BARRIER,-44.42,168.36
BARRIER PK,-44.83,167.77
BLAIR,-43.95,169.72
BONAR,-44.4,168.72
BREWSTER,-44.07,169.43
BROWNING,-42.92,171.27
BRYANT,-44.83,168.28
BURTON,-43.45,170.32
BUTLER,-43.25,170.93
CAMERON,-43.33,171
CARIA,-44.38,168.52
CAROLINE,-45.98,167.19
CARRINGTON,-42.92,171.48
CHANCELLOR,-43.51,170.13
CLASSEN,-43.5,170.42
COLIN CAMPBELL,-43.32,170.72
CROW,-42.92,171.5
DAINTY,-43.2323,170.887
DART,-44.45,168.6
DECHEN,-43.8,169.765
DISPUTE,-44.14,168.96
DONALD,-44.24,168.87
DONNE,-44.58,168.02
DOUGLAS (KAR.),-43.68,170
DOUGLAS (RAK.),-43.37,170.98
ELLA,-42.08,172.58
EVANS,-43.2,170.92
FAERIE QUEENE,-42.26,172.51
FINDLAY,-44.32,168.45
FITZGERALD (GOD),-43.47,170.57
FITZGERALD (KAR),-43.72,170.02
FOG,-44.52,168.8
FORGOTTEN COL,-44.44,168.36
FOX / TE MOEKA O TUAWE,-43.53,170.15
FRANKLIN,-42.87,171.67
FRANZ JOSEF / KA ROIMATA O HINE HUKATERE,-43.5,170.22
FRESHFIELD,-43.58,170.19
GENDARME,-44.78,167.94
GLENMARY,-43.9925,169.884
GODLEY,-43.43,170.57
GREY & MAUD,-43.45,170.48
GUNN,-44.76,168.09
HOOKER,-43.6,170.12
HORACE WALKER,-43.67,169.97
IRENE,-45.18,167.36
IVORY,-43.1326,170.926
JACK,-43.82,169.63
JACKSON,-43.8887,169.791
JALF,-43.47,170.15
JASPUR,-43.29,170.63
KAHUTEA,-43.02,171.38
KAIKOURAS,-42.02,173.63
KEA,-43.18,170.8
LA PEROUSE,-43.57,170.12
LAMBERT,-43.3,170.75
LANGDALE,-43.58,170.27
LARKINS,-44.88,168.48
LAWRENCE,-43.32,171
LE BLANC,-43.78,169.97
LEEB-LORNTY,-43.22,170.9
LINDSAY,-44,169.13
LLAWRENNY,-44.65,167.8
LYELL,-43.28,170.83
MACAULAY,-43.4903,170.6044
MARCHANT,-43.62,170.03
MARION,-44.47,168.48
MARMADUKE DIXON,-42.98,171.38
MATHAIAS,-43.18,171.03
MC COY,-43.3236,170.802
MCKENZIE,-43.95,169.73
MERRIE,-45.62,167.19
METALILLE,-43.75,170.06
MUELLER,-43.75,170.02
MURCHISON,-43.52,170.4
PARK PASS,-44.5907,168.242
POET,-43.75,169.97
RAMSAY,-43.22,170.93
REISCHEK,-43.32,171
RETREAT,-42.97,171.3
RICHARDSON,-43.8,169.95
RIDGE,-43.6205,170.361
ROLLESTON,-42.89,171.526
SALE,-43.22,170.95
SEPARATION,-43.48,170.58
SIEGE,-43.27,170.53
SINCLAIR,-43.37,170.87
SLADDEN,-43.7583,170.02
SNOW WHITE,-44.45,168.58
SNOWBALL,-44.45,168.52
SNOWY,-44.56,168.6
SOUTH CAMERON,-43.35,170.99
SPENCER,-43.4879,170.292
ST. JAMES,-43.28,170.89
ST.MARY,-44.26,169.66
STOCKING / TEWAEWAE,-43.6825,170.0733
STRAUCHON,-43.62,170.08
STUART,-44.12,169.27
TASMAN / HAUPAPA,-43.52,170.32
THERMA,-44.37,168.77
THURNEYSON,-44.1654,169.595
TORNADO,-44.37,168.42
VERTEBRAE 12,-43.32,170.61
VERTEBRAE 20,-43.33,170.59
VICTORIA,-43.5,170.17
WHATAROA,-43.4,170.53
WHITBOURNE,-44.47,168.57
WHITE,-42.9999,171.385
WHYMPER,-43.4862,170.362
WIGLEY,-43.42,170.35
WILKINSON,-43.2,170.93
WILSON,-42.93,171.68
ZORA,-43.75,169.83
ALPAMAYO,-8.89,-77.65
ARTESONRAJU,-8.95,-77.62
ATLANTE,-9.25,-77.2
BROGGI,-8.98,-77.58
CARAZ,-8.97,-77.67
CHICON,-13.22,-72.06
CITY OF CARHUAZ,-9.28,-77.6464
CITY OF HUARAZ,-9.5277,-77.5288
CITY OF MONTERREY,-9.475,-77.5375
COROPUNA,-15.546,-72.66
GAJAP-YANACARCO,-9.83,-77.17
GLACIAR 511,-9.11,-77.64
GLACIAR 513,-9.203,-77.578
HUALCAN,-9.201157,-77.53635
HUANDOY,-9.042573,-77.66697
HUANDOY-ARTESONRAJU GLACIERS,-9,-77.7
HUANTSAN,-9.53,-77.3
HUARAPASCA,-9.85,-77.18
HUASCARAN NORTE,-9.102383,-77.62048
HUASCARAN SOUTH EAST,-9.140386,-77.5842
INCACHIRIASCA,-13.35,-72.534
KOGAN,-8.88,-77.66
LAKE ARTELZA,-9.113677,-77.51535
LAKE ARTESONCOCHA,-8.976202,-77.64506
LAKE ARTIZON,-8.934578,-77.61575
LAKE JANCARURISH,-8.857852,-77.67273
LAKE PALCOCOCHA,-9.398267,-77.38078
LAKE RAJUCOLTA,-9.523034,-77.34335
LAKE SAFUNA,-8.842113,-77.61903
LAKE SARAPOCOCHA,-10.33643,-76.89692
LAKE SOLTERACOCHA,-10.2333,-76.93797
LAKE SUEROCOCHA,-10.30589,-76.98762
MATARA,-9.21,-76.82
MURURAJU,-9.875,-77.25
PALCACOCHA,-9.4,-77.38
PASTORURI,-9.9,-77.17
PECK-HUASCARAN,-9.12,-77.63
PUCAJIRCA,-8.86,-77.61
QUELCCAYA,-13.93,-70.82
QUESHQUE E,-9.875,-77.25
QUESHQUE SW,-9.875,-77.25
SALCANTAY,-13.34,-72.55
SANTA ROSA,-10.48,-76.72
SHALLAP,-9.48,-77.33
SHULLCON,-11.88,-76.05
TOCLLARAJU,-9.352565,-77.40503
TULLPARAJU,-9.420575,-77.34313
URUASHRAJU,-9.58,-77.32
VALLUNARAJU,-9.421724,-77.46448
YANAMAREY,-9.6529,-77.2709
AGHOST BAR GLACIER,36.6284,73.1079
ALING,35.47,76.22
BALOCHO GLACIER,36.0048,75.1731
BALT BARE BALTBAR,36.3389,74.9349
BALTAR,36.4583,74.4643
BALTORO,35.75,76.33
BALTORO GLACIER,35.7416,76.4047
BARPU,36.12,74.8
BARPU GLACIER,36.0673,74.8171
BATURA,36.57,74.58
BAZHIN,35.22594,74.63731
BIAFO GLACIER,36.0064,75.5932
BIAFO GYANG,35.92,75.72
BILAFOND GLACIER,35.2098,76.936
BORUM BAR GLACIER,36.6932,73.162
BRALDU,36.0396,75.7795
BRALDU GLACIER,36.0396,75.7795
BUALTAR,36.12,74.8
BUALTAR GLACIER,36.0964,74.6968
BULDAR,35.38,74.68
CHAGARAN,35.7416,76.4047
CHHATEBOI GLACIER,36.7795,73.8878
CHIANTAR,36.77,73.68
CHING KANG WEST,35.4805,75.9869
CHIRING,35.8475,75.9586
CHLLINJI GLACIER,36.7614,74.0589
CHOGO LUNGMA,36,75
CHOGOLISA GLACIER,35.4323,76.4688
CHONG KUMDAN,35.19,77.66
CHUNGPAR-TASH.,35.23,74.72
DADARIL GLACIER,35.85228,72.64671
DIAMIR,35.27,74.45
DODHAR GLACIER,35.10048,74.59982
DONG DONG GLACIER,35.3894,76.812
DRENMANG,35.8475,75.9586
DRENMANG EAST,35.8475,75.9586
DZINGRULMA GLACIER,35.1619,77.1431
EAST HUCHO ALCHO GLACIER,35.9916,75.3774
FERIOLE 2ND SOUTH OR SHINGCHUKPI,35.8534,76.0493
FIRST FERIOLE,35.8223,76.0357
GARUMBAR,36.0435,75.0039
GHANDOGORO GLACIER,35.5865,76.3605
GHARESA GLACIER,36.2455,74.9895
GHASHO BAR GLACIER,36.4523,72.994
GHUGHUEL GLACIER,35.08011,74.53675
GHULKIN,36.45,74.58
GHULKIN GLACIER,36.426,74.7833
GLACIER 3,35.42,74.73
GONDOKORO,35.5865,76.3605
GORBILA GLACIER,35.77182,72.40007
GUL KHWAJA ULWIN GLACIER,36.9646,74.8526
GULMIT,36.38,74.8
GYONG GLACIER,35.0557,76.9928
HAIZ,36.6763,73.8424
HANGE,35.22,74.6
HASANABAD,36.43,74.53
HASSANABAD,36.4371,74.619
HINACNA GLACIER,36.1162,74.5818
HIND HAINABRAKK,35.7416,76.4047
HISPAR,36.15,75.22
HISPAR,36.055,75.281
HISPAR GLACIER,36.055,75.281
HOPAR,36.0964,74.6968
KAPEL (BUALTAR),36.0964,74.6968
KARAMBAR,36.6159,74.2238
KERUM BAR GLACIER,36.6118,73.226
KHUNJERAB GLACIER,36.8917,75.3867
KHURDOPIN,36.33,75.5
KHURDOPIN,36.1915,75.4381
KHURDOPIN GLACIER,36.1915,75.4381
KIT-KE-JERAV,36.679,74.4034
KLEINE LORANG,35.4,74.75
KONDUS GLACIER,35.4368,76.6645
KORISA GLACIER,35.0013,76.9881
KOZ YAZ GLACIER,36.7371,74.132
KUKKI JERAB GLACIER,36.679,74.4034
KUKUAR,36.4902,74.2407
KUNYANG,36.055,75.281
KUTIAH KUTIUH,35.8045,74.938
LILIGO,35.7416,76.4047
LITTLE SKAMRI,35.8475,75.9586
LORANG,35.37,74.75
LUPGHAR YAZ GLACIER,36.3615,74.9996
LUPSHAR YAZ,36.45,75.05
MAEDAN,35.8475,75.9586
MALUNGUTTI,36.25,75.25
MANI,35.857,74.9354
MARPAH GANS,35.7821,75.1941
MASHERBRUM,35.5535,76.3187
MASHERBRUM GLACIER ,35.5535,76.3187
MINAPIN,36.18,74.58
MOMHIL,36.08,75.42
MOMHIL GLACIER,36.3239,75.1448
MULUNGUTTI GLACIER,36.3382,75.2055
NANG BROK,35.6229,75.709
NORTH TERONG GLACIER,35.3113,77.3358
OCHHONO GLACIER,35.93002,72.63613
PANMAH,36,75.92
PANMAH GLACIER,35.8475,75.9586
PARPIK GLACIER,36.8867,75.3562
PASU,36.45,74.75
PASU GLACIER,36.468,74.7142
PATRO,35.3,74.5
PEKHIN GLACIER,36.6893,73.9445
PISAN,36.05,74.52
PISAN,36.1733,74.5112
PISAN GLACIER,36.1733,74.5112
PUMARI CHRISH (PUMARIKISH),36.055,75.281
QALANDAR GUM GLACIER,36.6771,73.0843
RAIKOT,35.315,74.615
SALILI GLACIER I,36.035,74.7335
SALILI GLACIER II,36.0754,74.6536
SARAWALI GLACIER,35.11349,74.44022
SARPO LAGGO,35.83,76.3
SATSCHEN SANGO,35.32807,74.74647
SHAIGIRI,35.20008,74.56233
SHARANG BAR GLACIER,35.93224,72.8089
SHERPIKANG GLACIER,35.4148,76.8074
SHIGAR-BASHA,35.7557,75.2821
SHONTHAR GLACIER,35.07888,74.49329
SHUWART I YAZ GLACIER,36.4888,75.7296
SIACHEN,35.47,77.04
SKORO LA GANS,35.5628,75.8414
SLIKIANG GLACIER ,36.171,74.679
SOIU GLACIER,35.9581,75.5374
SOSOUN GLACIER,35.8361,75.5513
SUMAIYAR BURBURPU,36.0673,74.8171
SUMAYAR BAR,36.171,74.679
TAP,35.2,74.62
TARSHING ,35.277,74.6885
TAURA WEST,36.2455,74.9895
TONGA,35.8026,75.6804
TOSHAIN RUPAL,35.17,74.57
TUSA GLACIER,35.0127,77.0511
UZUN BAR,36.0064,75.5932
VIRJERAB,36.33,75.58
VIRJERAB,36.1486,75.6534
VIRJERAB GLACIER,36.1486,75.6534
WEST GHAMU BAR GLACIER,36.6413,73.3004
WEST HUCHO ALCHO GLACIER,36.0109,75.2838
YASHKUK YAZ,36.73,74.3
YASHKUK YAZ GLACIER,36.6976,74.2822
YAZGHIL,36.42,75.42
YAZGIL GLACIER,36.2418,75.3077
YENGUIZ HAR GLACIER,36.0435,75.0039
YENGUTZ HAR,36.1125,74.9611
YISHKUK,36.6976,74.2822
YUTMARU,36.055,75.281
MIEGUSZOWIECKIE,49.1855,20.0654
POD BULA,49.185,20.08
POD CUBRYNA,49.1891,20.0525
TATRAS PATCHES,49.22,20.08
ACADEMY OF SCIENCES ICE CAP (KOMSOMOLETS ISLAND),80.292,97.287
AEROSEMKI ICE CAP (BOLSHEVIK ISLAND),78.8713,103.548
AEROSEMKI ICE CAP (BOLSHEVIK ISLAND),78.8877,103.814
AEROSEMKI ICE CAP (BOLSHEVIK ISLAND),78.8628,103.575
AGBEK,43.23782,41.67284
ALIBEKSKIY,43.2802,41.5302
AMANAUZ,43.23443,41.62766
AMANAUZ WESTERN,43.23986,41.60169
ANUCHIN,67.62,66.05
ANUTSINA,76.35,65.05
ARKHANGELSKOLGU,75.82627,59.30148
AZAY BOLSHOY,43.30613,42.41011
BACHAKHI,42.6568,44.75688
BARTUITSETE,42.82675,43.62669
BARTUITSETE,42.83009,43.64439
BASHIL,43.17818,42.87948
BASHIL,43.16405,42.90299
BELALAKAISKIY,43.26566,41.56251
BEZENGI,43.04479,43.06533
BIL CHONOK,56.0973,160.4739
BIRDZHALYCHIRAN,43.37,42.53
BITYUKTYUBE,43.37,42.4
BOLSHOI BEREL,49.81,86.74
BOLSHOY ABYL-OYUK,49.8,86.7
BOLSHOY AZAU,43.28,42.43
BOLSHOY BERELSKIY,49.76,86.63
BOLSHOY MAASHEY,50.12,87.58
BOLSHOY USINSKIY,67.4,65.88
BROUNOVE,76.33842,64.83094
BULGEN,43.22652,41.77208
BULGEN,43.23315,41.77656
BULUNGY,43.13487,43.08657
BULUNGY,43.13161,43.10039
BUNGE,76.8,66.78
CHACH,42.7231,44.5071
CHAEVA,76.19196,63.11546
CHALINGINITSETE,42.83103,43.77099
CHALINGINITSETE,42.81638,43.78372
CHATCHA,43.20977,41.80551
CHELIPSI,43.73434,40.53546
CHERNOV,67.59,65.75
CHERNYSHEVA,76.00909,60.93541
CHUNGURCHATCHIRAN,43.37,42.55
CHUNGURJAR,43.23307,42.23419
CULLUKOLSY,43.25655,42.84245
DALAR,43.2246,42.14901
DAUT,43.29369,41.90019
DIKH-KOTIU-BUGOISY,43.01867,43.15264
DIKH-KOTIU-BUGOISY,42.95301,43.24298
DJAILIK ZAPADNIY,43.24821,42.85898
DJALOVCHATSKIY,43.30144,41.48773
DJANKUAT,43.1944,42.7612
DJANKUAT,43.20091,42.77316
DJANTUGAN,43.19299,42.74478
DJUGUTURLIUCHAT ZAPADHIY,43.24278,41.64553
DONISARTSETE,42.81404,43.87751
DVUYAZICHNIY,43.29674,41.51871
DYKH-SU,42.98,43.18
DZHELO,50.12,88.3
DZHUGURTURLYUCHAT (40D),43.23176,41.65842
EZENGI,43.20005,42.53904
EZENGI,43.17648,42.58341
FISHT,43.95,43.18
FORBES GLACIER (WIENER NEUSTADT ISLAND),80.7931,57.9347
FORBES GLACIER (WIENER NEUSTADT ISLAND),80.7766,57.9394
FORBES GLACIER (WIENER NEUSTADT ISLAND),80.8121,58.805
FORBES GLACIER (WIENER NEUSTADT ISLAND),80.8336,58.3903
GARABASHI,43.3,42.47
GASTELLO ICE CAP (BOLSHEVIK ISLAND),79.0184,103.81
GASTELLO ICE CAP (BOLSHEVIK ISLAND),79.0368,103.832
GASTELLO ICE CAP (BOLSHEVIK ISLAND),79.0241,103.757
GASTELLO ICE CAP (BOLSHEVIK ISLAND),79.0555,103.826
GASTELLO ICE CAP (BOLSHEVIK ISLAND),79.0237,103.835
GASTELLO ICE CAP (BOLSHEVIK ISLAND),79.0579,103.749
GEBLER (KATUNSKY),49.8,86.7
GLAZOV,75.0909,57.6284
GONDARAY,43.2131,41.96153
GRECHISHKIN,58.0404,160.7621
GUBOROTATSETE,42.84189,43.66677
GVANDRA,43.21765,42.08193
GVANDRA,43.22432,42.09853
HYDROGRAPHERS ICE CAP (HAYES ISLAND),80.5942,57.6736
IGAN,67.5798,66.0024
INDRYUKOI (660),43.19716,42.05204
INOSTRANZEVA,76.50051,66.05068
IRIK,43.33,42.5
IRIKCHAT,43.33,42.53
IUNOMSY,43.23483,42.87546
IUNOMSY,43.22618,42.87459
JACKSON ICE CAP (HOOKER ISLAND),80.3654,53.32
JACKSON ICE CAP (HOOKER ISLAND),80.2143,53.4924
JACKSON ICE CAP (HOOKER ISLAND),80.3656,53.1348
JACKSON ICE CAP (HOOKER ISLAND),80.1974,53.1971
JACKSON ICE CAP (HOOKER ISLAND),80.1616,52.9954
JACKSON ICE CAP (HOOKER ISLAND),80.3331,53.004
KAISARTSETE,42.81138,43.84743
KAISARTSETE,42.81414,43.85939
KARACHAUL,43.38,42.45
KARBASNIKOV,76.43,65.52
KARPINSKY ICE CAP (OCTOBER REVOLUTION ISLAND),79.7156,98.5016
KARPINSKY ICE CAP (OCTOBER REVOLUTION ISLAND),79.8479,98.8528
KARPINSKY ICE CAP (OCTOBER REVOLUTION ISLAND),79.7793,97.933
KARSKIY,67.8,66.02
KASHKATASH,43.19,42.69
KAYARTA,43.289,42.934
KELBASHI,43.07,43.05
KHAKEL,43.2304,41.8498
KHASANKOI-SIURIULGEN,43.25001,42.36739
KHASANKOI-SIURIULGEN,43.24991,42.3928
KHASAUTSKIY,43.31663,41.44421
KHRUMKOL,43.02874,43.18157
KHULNARA,42.83955,43.75443
KICHKINEKOL MALIY,43.23358,42.20482
KIUKIURTLI,43.35243,42.39952
KOIAVGAN,42.75,43.3
KOLKA,42.7315,44.4413
KOLKA,42.7244,44.4733
KOLKA,42.73109,44.44074
KORUMDU,50.13,87.68
KORYTO,54.8307,161.8024
KOZELSKIY,53.23,158.82
KOZITSITI,42.63,43.72
KRAYNIY 1,75.91116,59.96847
KRAYNIY2,75.89138,59.81258
KRIVOSHEINA,75.7403,58.78555
KROPOTKIN,54.3252,160.0079
KROPOTKIN ICE CAP (BOLSHEVIK ISLAND),78.4377,101.732
KROPOTKINA,75.44447,61.88043
KULAK NIZHNIY,43.08,42.92
KULAKCHEGEMCHIRAN,43.13123,42.95815
KYUKYURTLYU,43.35,42.38
LEDNIK BEZIMYANNY,55.9816,160.4737
LEDNIK BOL'SHOY AZAU,43.31,42.4219
LEDNIK MALIY KUKURTLI 316,43.3363,42.3748
LENINGRADSKIY ICE CAP (BOLSHEVIK ISLAND),78.8955,101.818
LENINGRADSKIY ICE CAP (BOLSHEVIK ISLAND),78.771,105.011
LENINGRADSKIY ICE CAP (BOLSHEVIK ISLAND),78.7268,104.782
LENINGRADSKIY ICE CAP (BOLSHEVIK ISLAND),78.7522,104.846
LENINGRADSKIY ICE CAP (BOLSHEVIK ISLAND),78.7839,104.91
LENINGRADSKIY ICE CAP (BOLSHEVIK ISLAND),78.5411,104.825
LENINGRADSKIY ICE CAP (BOLSHEVIK ISLAND),78.6826,104.55
LENINGRADSKIY ICE CAP (BOLSHEVIK ISLAND),78.7158,101.535
LEVIY AKTRU,50.0816,87.6921
LEVIY KARAGEMSKIY,50.23,88.17
MAKA,76.29398,64.29372
MALIY AKTRU,50.04946,87.74908
MALIY AZAU,43.28,42.45
MALYY BERELSKIY,49.81,86.73
MARUKHSKIY,43.3635,41.4172
MGG,68.05,65.67
MGU,67.65,66
MIDAGRABIN,42.72157,44.38868
MIIGAIK,68.03,65.68
MIKELCHIRAN,43.37,42.5
MIZHIRGICHIRAN,43.05,43.17
MOON ICE CAP (ALEXANDRA LAND),80.5102,46.3819
MOSCOW ICE CAP (HALL ISLAND),80.1672,57.4378
MOSCOW ICE CAP (HALL ISLAND),80.1763,58.1175
MOSCOW ICE CAP (HALL ISLAND),80.3255,59.1737
MOSCOW ICE CAP (HALL ISLAND),80.1407,57.6389
MOSCOW ICE CAP (HALL ISLAND),80.1745,58.2183
MOSCOW ICE CAP (HALL ISLAND),80.1942,58.3244
MOSCOW ICE CAP (HALL ISLAND),80.1846,57.8022
MOSCOW ICE CAP (HALL ISLAND),80.151,57.5047
MOSHNIY,75.53288,62.79506
MOSTOTSETE,42.90065,43.41854
MURKAR,41.23,47.77
MUSHKETOVA ICE CAP (BOLSHEVIK ISLAND),79.0895,102.052
MUSHKETOVA ICE CAP (BOLSHEVIK ISLAND),79.0731,102.124
MUSHKETOVA ICE CAP (BOLSHEVIK ISLAND),79.1353,102.2
MUSHKETOVA ICE CAP (BOLSHEVIK ISLAND),79.1052,102.189
MUTNOVSKIY NE,52.46,158.22
MUTNOVSKIY SW,52.45,158.19
NAKHAGIBITA,42.9609,43.44902
NALLI,75.7799,63.55501
NEUDACH ICE CAP (BOLSHEVIK ISLAND),78.7856,104.506
NIIGA,75.32921,61.35751
NO.104,79.37,95.65
NO.191,42.55,44.77
NO.31,62.5881,140.8673
NO.396,42.58,44.32
NORTH ISLAND NOVAYA ZEMLYA,74.7789,56.8184
NORTH ISLAND NOVAYA ZEMLYA,74.5422,56.4527
NORTH ISLAND NOVAYA ZEMLYA,74.5079,57.689
NORTH ISLAND NOVAYA ZEMLYA,74.5587,56.256
NORTH ISLAND NOVAYA ZEMLYA,74.5863,57.1723
NORTH ISLAND NOVAYA ZEMLYA,74.3571,55.9092
NOVAYA ZEMLYA ICE FIELD,75.8,62
OBRUCHEV,67.6368,65.7806
OLENIY,67.62,66.08
PAVLOV,76.58,66.1
PEARY ICE CAP (PRINCE GEORGE LAND),80.1864,47.401
PEARY ICE CAP (PRINCE GEORGE LAND),80.1639,47.1757
PEARY ICE CAP (PRINCE GEORGE LAND),80.1981,48.242
PEARY ICE CAP (PRINCE GEORGE LAND),80.1856,47.1756
PEARY ICE CAP (PRINCE GEORGE LAND),80.2468,46.9968
PEARY ICE CAP (PRINCE GEORGE LAND),80.1178,48.4136
PEARY ICE CAP (PRINCE GEORGE LAND),80.1633,48.3431
PEARY ICE CAP (PRINCE GEORGE LAND),80.1472,48.3793
PEARY ICE CAP (PRINCE GEORGE LAND),80.2459,47.7312
PEARY ICE CAP (PRINCE GEORGE LAND),80.0662,47.7728
PEARY ICE CAP (PRINCE GEORGE LAND),80.1899,47.3329
PEARY ICE CAP (PRINCE GEORGE LAND),80.1691,48.8511
PEARY ICE CAP (PRINCE GEORGE LAND),80.1526,48.7606
PEARY ICE CAP (PRINCE GEORGE LAND),80.1324,48.1528
PEARY ICE CAP (PRINCE GEORGE LAND),80.0834,47.9071
PEARY ICE CAP (PRINCE GEORGE LAND),80.1549,47.9834
PEARY ICE CAP (PRINCE GEORGE LAND),80.1617,48.0926
PEARY ICE CAP (PRINCE GEORGE LAND),80.2721,46.8853
PEARY ICE CAP (PRINCE GEORGE LAND),80.3035,46.8818
PERVENETS,66.51,-179.03
PETERSEN (NOVZEM),76.87,67
PHASTAGTSETE,42.80623,43.65344
PHASTAGTSETE,42.80816,43.68466
PRAVIY AKTRU,50.0556,87.7123
