NAME,LATITUDE,LONGITUDE
UBYSSEY,49.963,-122.726
UTEM,53.9,-127.78
VERN RITCHIE,59.81,-138.558
VICTORIA,51.38,-116.38
WALSH EAST TRIB,60.8797,-140.3885
WALSH NORTH TRIB 1,60.8797,-140.3885
WALSH NORTH TRIB 2,60.8797,-140.3885
WALSH NORTH TRIB 3,60.8797,-140.3885
WALSH NORTH TRIB 4,60.8797,-140.3885
WALSH NORTH TRIB 6,60.8797,-140.3885
WARD H. I. RISE,83.12,-74.17
WARD H. I. SH.,83.08,-73.8
WARM CREEK ,59.409,-134.871
WARREN,49.877,-123.006
WAVE,50.48,-123.98
WEART,50.147,-122.764
WEDGEMOUNT,50.15,-122.8
WHITE,79.45,-90.695
WILCOX,76.2585,-80.6265
WILLISON,59.146,-134.416
WOLVERINE CREEK A,61.409,-140.076
WOLVERINE CREEK B,61.424,-140.12
WOLVERINE CREEK C,61.4381,-140.1727
WOOLSEY,51.1141,-118.061
WYKEHAM GLACIER SOUTH,78.0494,-79.6154
YELVERTON INLET EAST ,82.1353,-78.7131
YELVERTON INLET SOUTH,81.9358,-77.841
YOHO,51.6,-116.12
YUKON,61.116,-140.845
YURI,56.975,-130.684
ZAVISHA,50.7918,-123.414
ZILLMER,52.66,-119.57
ELENA,0.38,29.7
A NEUVE GL. L',45.94,7.05
A NEUVE GLACIER DE L'-N,45.9465,7.05308
A NEUVE GLACIER DE L'-S,45.9357,7.05444
ABBERG,46.1321,7.7427
ABSCHWUNGHORN-SW-I,46.5638,8.15857
ADLER,46.01,7.87
AEBENI FLUE - JOCH-N,46.5038,7.93369
AEBENI FLUE-JOCH-W,46.5011,7.93236
AELPLI,46.6325,8.36582
AELPLI-S,46.6217,8.36694
AELWE RIGG-NE,46.4088,7.86259
AERLEN-N,46.6216,8.25726
AERLEN-S,46.6162,8.25979
AGNEL VADRET D',46.5146,9.71143
AHORNISBODEN-E,46.6567,8.118
AIGUILLES ROUGES  INF. DES (PART OF B73/35N),46.0479,7.43864
AIGUILLES ROUGES (PTE. DE DARBONNEIRE),46.0668,7.43605
AIGUILLES ROUGES GLACIER SUP. DES I,46.0623,7.44251
AIGUILLES ROUGES GLACIER SUPERIEUR DES,46.0569,7.44122
ALBIGNA,46.3022,9.6441
ALETSCHHORN-N,46.4676,7.99455
ALLALIN,46.05,7.93
ALP OTA VADRET DA L',46.4132,9.82819
ALPETLI (KANDER),46.48,7.8
ALPGNOFEN FIRN,46.803,8.77097
ALPHUBEL,46.0507,7.86498
ALPHUBEL-S,46.057,7.86762
ALPHUBEL-W,46.0615,7.86507
ALPJER,46.2448,8.10378
ALPLIFIRN,46.8818,9.07341
ALPLISTOCK-NE,46.5953,8.28558
ALPLISTOCK-W,46.5954,8.27644
ALTELS,46.43,7.67
ALTELS-NW,46.4309,7.67412
ALTELS-S,46.4264,7.6754
ALTELS-SE,46.4273,7.68191
ALTO GHIACCIAIO DI,46.3491,9.07816
AMMERTEN,46.42,7.53
AMMERTEN-E (NO. 111),46.4158,7.54659
AMMERTEN-W,46.405,7.52706
ANGRONIETTES GLACIER DES,45.8639,7.11031
ANKENBAELLI-S,46.6011,8.08989
ANSCHATSCHA,46.8126,10.1199
ANTABIA-W GHIACCIAIO D' (PART OF C14/04),46.4058,8.46599
ANTEME-E,46.1591,6.90658
ANTEME-W,46.1582,6.90141
ANUCHNUBEL-NW,46.4804,7.9478
ANUCHNUBEL-SE,46.4767,7.95558
ARBEN-E (PART OF B57/22N),46.0333,7.67112
ARBEN-W (PART OF B57/22N),46.0333,7.6582
ARLAS VADRET D',46.4007,9.98506
AROLLA (BAS),45.98,7.5
AROLLA HAUT GLACIER D' (PART OF B73/32N),45.9732,7.5225
ARPELIHORN-NE,46.3528,7.31392
ARPETTE GLACIER D',46.0086,7.04748
AUDANNES GLACIER DES,46.3538,7.36718
AUGSTCHUMME,46.5232,7.81006
AUGSTGUMM-W-I,46.6644,8.18212
AUGSTGUMM-W-II,46.6662,8.18346
AVRIL,45.9157,7.34843
AVRIL-II,45.9175,7.351
BACUN VADR. DAL,46.3442,9.67961
BAECHENFIRN UR,46.7482,8.76307
BAECHENFIRN UR,46.7677,8.54097
BAECHENFIRN-I,46.6812,8.64116
BAECHENFIRN-II,46.6839,8.63992
BAECHENFIRN-III,46.6776,8.6437
BAECHEN-S,46.7613,8.54869
BAECHI,46.507,8.196
BAECHIFIRN,46.9838,8.9858
BAECHLI,46.5884,8.24763
BAECHLISTOCK-S,46.5821,8.24101
BAERENFLUE,46.5317,7.93394
BAERENGRUEBEN,46.7753,8.49791
BAERENZAEHN,46.7788,8.49929
BALFRIN,46.1415,7.87864
BALMHORN,46.45,7.68
BARCUN FRISAL SUT,46.7915,8.97111
BARRJOCH,46.1582,7.73508
BARRWANG,46.1555,7.7273
BASODINO,46.42,8.48
BASODINO-N,46.4247,8.46635
BASODINO-NW,46.4203,8.45976
BASSO GHIACCIAIO DI,46.3484,9.06775
BECCA RAYETTE,45.9139,7.41931
BEICHGRAT-NW,46.4445,7.92794
BEICHGRAT-SE-I (PART OF B36/01),46.4382,7.92789
BEICHGRAT-SE-II (PART OF B36/01),46.4409,7.93181
BEICHGRAT-SE-III,46.44,7.9305
BEICHGRAT-SE-IV (GROUP OF GLACIERETS),46.4427,7.93443
BEICHPASS-N,46.4373,7.92007
BEICHPASS-NW,46.4355,7.91745
BEICHSPITZA-E (PART OF B36/01),46.4337,7.91874
BELLA TOLA,46.2426,7.6507
BERGSEESCHIJEN,46.6675,8.47881
BERONS GLACIER DES,46.0084,6.99068
BERTOL GLACIER DE,46.0092,7.52255
BESSO GLACIER DU,46.0702,7.66223
BESSO-NW,46.081,7.65451
BESSO-W,46.0756,7.65191
BEVER PITSCHEN,46.5262,9.75756
BIANCA GLATSCHER DA,46.5725,8.85923
BIDER,46.1361,7.8915
BIEGNET,46.056,7.52908
BIETSCHHORN-SE,46.3863,7.85462
BIETSCHHORN-SW-I (PART OF B33/09N),46.3872,7.84163
BIETSCHHORN-SW-II (PART OF B33/09N),46.3863,7.84812
BIETSCHJOCH-NW,46.3891,7.81824
BIETSCH-MITTE,46.3864,7.82602
BIETSCH-NE,46.3891,7.83254
BIETSCH-SW,46.3801,7.81558
BIFERTEN,46.82,8.95
BIGLENLAMM,46.5641,7.94076
BIRCH,46.4,7.85
BIRG,46.4495,7.77962
BIRGHORN-NW,46.454,7.78355
BIS,46.1073,7.7365
BLANC DE MOMING-W,46.072,7.66611
BLASEN-E,46.5,8.38961
BLASEN-III,46.5028,8.37663
BLASEN-W,46.5019,8.38313
BLAU LI,46.6875,8.07525
BLAU SCHNEE,47.2511,9.3437
BLAUBERG,46.6269,8.4937
BLAUBERG-S,46.6206,8.49227
BLAUGAND,46.7296,8.47739
BLES VADREC DA LA,46.4012,9.47124
BLINNEN-E,46.4136,8.29054
BLINNEN-III (PART OF B45/09),46.4146,8.27625
BLINNEN-SE,46.41,8.29049
BLUEEMLISALPFIRN,46.8469,8.53341
BLUEEMLISALPHORN-SE,46.4828,7.77462
BLUEMLISALP,46.5,7.77
BOCCHETTA DEL BLAS,46.5786,8.725
BOCHERESSE GLACIER DE,45.9849,7.3225
BOCKTSCHINGELFIRN,46.8223,8.81077
BODMER,46.1742,8.0245
BOES FULEN-S,46.9663,8.9485
BOESHORN-NE,46.2004,7.997
BONDASCA VADREC DA LA,46.3005,9.61548
BORTEL,46.2942,8.12126
BOSSES,46.0933,6.88524
BOUQUETINS,46.0649,7.60793
BOUQUETINS GLACIER DES (PART OF B73/32N),45.9813,7.53799
BOUQUETINS-E,46.0676,7.6144
BOUQUETINS-I (PART OF B73/32N),45.9849,7.538
BOUQUETINS-II (PART OF B73/32N),45.9768,7.53411
BOUSSINE-N,45.9399,7.31873
BOUSSINE-S,45.9318,7.33164
BOVAL DADAINS VADRET-N,46.4115,9.90619
BOVAL DADAINS VADRET-NE,46.4096,9.9113
BOVAL DADOUR VADRET,46.4224,9.90278
BOVEYRE,45.9719,7.256
BRAENDJI,46.1726,7.73645
BRANDLAMMHORN-E,46.5811,8.26317
BRANDLAMM-LICKEN-NE,46.5792,8.27619
BREITHORN,46.486,7.8578
BREITHORN (PART OF B56/07),45.9476,7.76102
BREITHORNJOCH-SW,46.4797,7.88529
BREITHORN-N,46.4203,7.8926
BREITHORN-NE,46.4203,7.89781
BREITHORN-SE,46.414,7.90296
BREITHORN-SE (GROUP OF GLACIERETS),46.4762,7.88005
BREITHORN-SW,46.478,7.87616
BREITLAUIJOCH-NW,46.4096,7.8691
BREITS LOIB,46.1877,8.01889
BRENEY,45.97,7.42
BRESCIANA,46.5,9.03
BRICHLIG-S,46.735,8.81248
BRICOLA GLACIER DE,46.0514,7.60401
BRISTEN-N,46.7437,8.68313
BRISTEN-SE,46.7329,8.6855
BROCHET GLACIER DU,46.3484,7.3581
BRUENBERG-N,46.5773,8.28399
BRUENBERG-NE,46.5782,8.29444
BRUENBERG-NW,46.5765,8.27745
BRUNEGG,46.14,7.72
BRUNNENFIRN-E,46.6793,8.46074
BRUNNENFIRN-S,46.6973,8.465
BRUNNENFIRN-W,46.6839,8.44906
BRUNNENHORN-N,46.4941,7.89843
BRUNNI,46.73,8.78
BUETLASSE-NW,46.5196,7.81785
BUETLASSE-SE,46.5168,7.82435
CALDERAS,46.5295,9.7072
CALMUT-I,46.7382,8.77068
CALMUT-II,46.7337,8.77319
CAMADRA VADREC DI,46.6132,8.90991
CAMBRENA,46.3928,9.9943
CAMBRENA-E (PART OF C93/09),46.3949,10.0056
CANAL-I,46.5117,9.09872
CANAL-II,46.511,9.08046
CANAL-III,46.5139,9.07012
CANTON VADRET DA,46.3563,9.99987
CANTUN VADREC DAL,46.3181,9.67853
CASATSCHA GLATSCHER DA,46.5683,8.83824
CASLETTO VADRECC DI,46.5056,9.020351
CASSINELL,46.5415,9.02531
CASTEL N VADREC DAL,46.3084,9.66904
CASTEL SUD VADREC DAL,46.3013,9.66615
CAVAGNOLI,46.45,8.48
CAVARDIRAS-I,46.7404,8.81654
CAVARDIRAS-II,46.7403,8.8257
CAVISTRAU,46.7869,8.97753
CAVREIN GLATSCHER DA,46.7896,8.84006
CAVREIN-W,46.7861,8.83211
CAVUORGA DA VUORZ,46.8382,9.04062
CCHILBIRITZEN,46.701,9.95999
CENGAL VADREC DAL,46.3027,9.5935
CHALAUS VADRET DA,46.8577,10.1891
CHALCHTALFIRN,46.7154,8.45096
CHALIN GLACIER DE,46.1764,6.94008
CHALLIFIRN,46.5834,8.03097
CHAMM (PART OF A10G/08),46.8432,10.0795
CHAMMLIJOCH,46.8434,8.85458
CHAMM-NW,46.504,8.07309
CHAMM-SW VS,46.5004,8.07696
CHAMM-SW VS,46.4995,8.07304
CHAMPATSCH-N,46.7633,9.99172
CHANZILTI (PART OF B60/09),46.1447,7.72853
CHANZLE,47.0085,9.02203
CHAPUETSCHIN VADRET DAL,46.3809,9.82287
CHAPUETSCHIN VADRETTIN DAL,46.3774,9.81621
CHAUX GLACIER DE LA,46.0748,7.30422
CHEILLON,46,7.42
CHELENALP-S,46.673,8.46585
CHILCHALP,46.5369,9.15948
CHILCHBALM,46.5213,7.83741
CHILCHWENG,46.4928,8.38948
CHLEIN WINTERTAELLI,46.8369,10.0424
CHLI  (NO. 91),46.924,9.25855
CHLI KROENTEN,46.7862,8.5754
CHLI KROENTEN-E,46.7843,8.58191
CHLI LI,46.7697,8.41532
CHLI MUTTEN (PART OF A51E/23),46.5419,8.43728
CHLI RUCHEN,46.8243,8.7964
CHLI SPANNORT-I,46.7859,8.51777
CHLI SPANNORT-II,46.7832,8.51248
CHLI SPANNORT-III,46.7806,8.50718
CHLI SUSTLIFIRN,46.7505,8.44638
CHLI SUSTLI-N,46.7541,8.44645
CHLI TITLIS-S (ONLY '73),46.7705,8.42843
CHLITALER FIRN-N,46.8648,8.54034
CHLITALER FIRN-S,46.8557,8.55064
CHLUESER,46.7284,8.68147
CHLYNE DIAMANTSTOCK-NE,46.5981,8.27127
CHRINNEN,46.6307,8.11114
CHUEEALP,46.6887,9.90709
CHUEEALPTAL-SERTIG,46.6835,9.89509
CHUEEBODEN-I,46.5031,8.4509
CHUEEBODEN-II,46.5013,8.44826
CHUEEBODEN-III,46.4978,8.43908
CHUEEFADFIRN-E (PART OF A51F/51),46.777,8.50842
CHUEEFADFIRN-W,46.7708,8.4939
CHUEEFADSTOCK (PART OF A51F/51),46.7725,8.50702
CHUMMIBORT-S,46.3038,8.15513
CIMA DI FORNEE,46.5244,9.02351
CLARIDEN  FIRN-IV,46.8551,8.91915
CLARIDEN FIRN-I (SPITZALPELIFIRN),46.834,8.8871
CLARIDEN FIRN-II,46.8464,8.89793
CLARIDEN FIRN-III,46.8552,8.91128
CLARIDENFIRN,46.8464,8.9006
CLARIDEN-N GL,46.8441,8.87164
CLARIDEN-N UR,46.8522,8.86792
CLUEX-II,46.4924,9.95157
COL DES IGNES-N,46.0425,7.43218
COL DU CRÊT,46.0425,7.35467
COL DU RUAN,46.1114,6.898
COL DU TOURNELON BLANC,45.9624,7.31739
COMBA MORNAY,46.1345,6.84342
COMBIN DE CORBASSIERE-E (PART OF B83/03),45.975,7.28769
CORBASSIERE,45.98,7.3
CORNO,46.45,8.38
CORVATSCH SOUTH,46.41535,9.8216
CORVATSCH-N (PART OF E23/18),46.4222,9.82469
CORVATSCH-S (PART OF E23/18),46.4168,9.82445
CRET GLACIER DU,46.0335,7.36373
CRETE SECHE GLACIER DE,45.9076,7.38581
CRETE SECHE-NE,45.9601,7.08136
CREUX CHATEAU,46.1376,6.92879
CROSLINA,46.43,8.73
CROSLINA PICCOLO GHIACCIAIO DI,46.4374,8.72425
CULAN GLACIER DE,46.304,7.16476
CURCIUSA GHIACCIAIO,46.4587,9.26766
CURNERA GLATSCHER DA,46.5751,8.71317
DALA,46.4155,7.70267
DAMMA,46.63,8.45
DAR,46.3287,7.20877
DARBONNEIRE GLACIER DE-N,46.0605,7.42959
DARBONNEIRE GLACIER DE-S,46.0515,7.42572
DAUBENHORN,46.3861,7.59853
DAVOS LA BUORA  DA,46.618,8.88784
DEIERENAEPETLI-W,46.5519,8.42573
DENT BLANCHE GLACIER DE LA,46.0397,7.60268
DENT BLANCHE-SE,46.0334,7.62075
DENT BLANCHE-SW (PART OF B72/26N),46.0262,7.60652
DENT DU SIGNAL,46.1326,6.82274
DENTS DE BERTOL-S,45.9903,7.53414
DENTS DE BERTOL-W,45.9975,7.53544
DIABLERETS GLACIER DES,46.3067,7.1959
DIABLON DES DAMES-E,46.1394,7.67286
DIABLONS -N,46.1493,7.67161
DIABLONS -S,46.1448,7.67288
DIAVOLEZZA,46.4128,9.96741
DIECHTERHORN-W (PART OF A54F/05),46.6442,8.35819
DIECHTER-N (PART OF A54F/05),46.6542,8.34399
DIECHTER-S,46.6397,8.35942
DIECHTER-W (PART OF A54F/05),46.6498,8.33607
DISCHLIG,46.4311,7.8992
DISTEL,46.4389,7.95912
DISTLIGHORN-N,46.4588,7.9489
DISTLIGHORN-NE,46.4615,7.95283
DOLDENHORN,46.4739,7.7342
DOLDENHORN-SE,46.4667,7.74327
DOLDENSTOCK,46.4749,7.72379
DOLENT GL. DU,45.92,7.65
DOMJOCH-E,46.0903,7.86141
DOMJOCH-W,46.0876,7.85881
DOSSEN-E,46.6492,8.16755
DOSSENGRAT-SE,46.651,8.16626
DOSSENPLETSCHEN,46.6564,8.16764
DOUVES BLANCHES GLACIER DES,46.0146,7.51481
DROSILI (PART OF A54E/18),46.7097,8.38023
DROSI-S (PART OF A54E/18),46.7025,8.38533
DROSISTOCK-W,46.7116,8.37241
DUCAN,46.6786,9.83079
DUERREN,46.1201,7.83965
DUNGEL,46.37,7.37
DURSCHIN FRISAL,46.8039,8.98588
ECOULAIES GLACIER DES,46.0452,7.365
EGGSTOCK (ONLY '73),46.6546,8.41193
EIGER,46.5673,7.9845
EIGER (WEST),46.5735,7.9961
EIGER-S,46.5746,8.00348
EIGER-SE,46.5746,8.00608
ELWERTAESCH-W,46.4468,7.7796
EN DARREY,46.02,7.38
EPICOUNE GLACIER D',45.9166,7.41029
ERR VADRET D',46.5381,9.70329
ES-CHA VADRET D',46.618,9.88819
ESCHERHORN-W,46.5564,8.19368
EVOLE GLACIER DE L',45.9718,7.07354
EVOLE-W,45.9709,7.06968
EWIGSCHNEEHORN-E,46.597,8.16945
EWIGSCHNEEHORN-S,46.5943,8.16942
EWIGSCHNEEHORN-W,46.598,8.16163
FAELDBACH,46.4074,8.26444
FALL,46.1064,7.88094
FALLUNS,46.7767,8.9314
FANELL,46.5336,9.13981
FEDOZ VADREC DA,46.3451,9.76931
FEDOZ-W,46.3491,9.75129
FEE NORTH,46.08,7.88
FEECHOPF-W,46.0498,7.87402
FEE-N-I (ALPHUBEL) (PART OF B53/16N),46.0642,7.87155
FEE-N-I (DOM) (PART OF B53/16N),46.0867,7.86785
FEE-N-I (TAESCHHORN) (PART OF B53/16N),46.0759,7.87294
FEE-N-II,46.1028,7.87832
FEE-S-I,46.0658,7.9168
FEE-S-II,46.0596,7.8909
FELDSCHIJEN,46.6277,8.50286
FELLELIFIRN,46.7047,8.71231
FELLENBERGLICKEN-SW,46.5821,8.24492
FENETRE GLACIER DE,45.9094,7.36132
FENGA VADRET DA-N-II (PART OF E73/04),46.8953,10.2343
FENGA VADRET DA-S-II (PART OF E73/07N),46.8736,10.2398
FERDEN,46.4128,7.70786
FERPECLE,46.02,7.58
FESTI,46.0958,7.83948
FEX VADRET DA,46.3491,9.79548
FIESCHER,46.5,8.15
FIESCHER BE (PART OF A54L/19),46.5718,8.025621
FIESCHER GABELHORN-NE,46.5067,8.08745
FIESCHERWAND (GROUP OF GLACIERETS),46.5562,8.07109
FINDELEN,46,7.87
FINIVE GLACIER DE LA,46.0727,6.89967
FINSTERAARHORN-E,46.5361,8.13343
FINSTERAARHORN-S (PART OF B40/14N),46.5289,8.12552
FINSTERAARROTHORN-E,46.518,8.15275
FIRNALPELI,46.78,8.47
FIRNALPELI-E (NO. 75),46.7694,8.44935
FIRNALPELIFIRN,46.772,8.46511
FIRNALPELI-W,46.7758,8.44293
FIRNBAND UR,46.8122,8.75285
FIRNBAND UR,46.8212,8.48833
FLACHENSTEINFIRN,46.6856,8.46478
FLECK NAMENLOS-II,46.3772,9.87082
FLESCHHORN-N,46.3349,8.21658
FLETSCHHORN-N (PART OF B51/19N),46.1635,7.99533
FLETSCHHORN-S (PART OF B51/19N),46.167,8.00832
FLUAZ GLATSCHER DA,46.8676,9.06117
FLUCHTHORN GL.,46.0178,7.9149
FLUCHTHORN-E,46.0226,7.92546
FLUCHTHORN-NE,46.0244,7.91643
FLUE,46.4165,7.69227
FOLLATS GLACIER DES,45.9857,7.27476
FONDS GLACIER DES,46.1241,6.91469
FONTANABRAN,46.099,6.94209
FONTANEI,46.7359,8.81773
FORA DIGL KESCH,46.6193,9.86735
FORNO,46.3,9.7
FRISAL  DA-NE (PART OF A14N/05),46.804,8.97802
FRISAL  DA-S (PART OF A14N/05),46.7961,8.96469
FRUENDEN,46.4766,7.74724
FRUENDENHORN-NW,46.4775,7.75636
FRUENDENHORN-SE,46.4739,7.75764
FRUENDENJOCH-S,46.4703,7.7485
FUELHORN-NW,46.4617,8.35249
FULE,46.4704,7.71856
FUORCLA BOREL,46.5807,8.70156
FUORCLA CAMBRIALAS-I,46.793,8.85718
FUORCLA CAMBRIALS-II,46.7966,8.85335
FUORCLA DA LEJ SGRISCHUS,46.4016,9.819879
FUORCLA DIGL UFFIERN,46.5875,8.73304
FUORCLA DIL TERRI,46.5926,9.03987
FUORCLA D'UREZZAS,46.8484,10.1663
FUORCLA PUNTEGLIAS,46.7856,8.93951
FUORCLA VATGIRA,46.6086,8.77401
FURGG-,45.9658,7.69018
FURGGEN,46.0366,8.01341
FURGGGRAT,45.9577,7.68111
FUSSHOERNER-W,46.4235,7.998
FUTSCHOEL VADRET,46.8636,10.2064
GABELHORN,46.0378,7.67759
GAELMINJIHOERNER-W (PART OF B41/13N),46.5007,8.18639
GAENDERHORN-NW,46.3986,7.93533
GAERSTEN,46.6001,8.35874
GAERSTENLICKE,46.5992,8.36525
GAERSTENLICKE-N (PART OF B43/03),46.6117,8.37199
GAESTENGRAT,46.5875,8.36505
GAESTENGRAT-S,46.5849,8.35848
GAGLIANERA GLATSCHER DA,46.6287,8.96257
GALEN (PART OF B43/07),46.6051,8.40973
GALENGRAT-N (PART OF B43/03),46.6114,8.41637
GALENGRAT-S (ONLY '73),46.6078,8.415
GALLEGIONE VADREC DA,46.3693,9.49474
GAMCHI,46.5123,7.7942
GAMCHILUECKE-W,46.4971,7.80988
GAMSA (PART OF B50/06N),46.1896,7.98912
GANNARETSCH  DA,46.6175,8.78207
GAULI,46.62,8.18
GAVIROLAS,46.8588,9.05172
GELMER-N,46.6109,8.36545
GELMER-S,46.6056,8.35753
GELTEN,46.35,7.33
GELTEN-E (NO. 113),46.351,7.3412
GEMSCHLICKE-W (PART OF B40/16N),46.5207,8.14105
GENTIANES,46.0793,7.30808
GEREN,46.5245,8.46824
GIAVIOEL VADRET DAL,46.5163,9.75974
GIESEN,46.5451,7.96014
GIETRO,46,7.38
GIGLI,46.7133,8.37898
GIGLISTOCK,46.7087,8.38937
GITZIAELPETLI ('73 COMBINED),46.5906,8.61305
GITZIALPETLI-W ('73 ONLY AREA),46.5879,8.60908
GIUMELLO GHIACCIAIO DI,46.475,9.08067
GIUV GLATSCHER  DA.,46.6914,8.69238
GIUV-II,46.6995,8.69388
GIUV-III,46.7012,8.70177
GLAERNISCH,47,8.98
GLARNER TOEDI-E,46.8092,8.92575
GLARNER TOEDI-N,46.8137,8.92325
GLASER,46.9067,9.33149
GLATT FIRN-S,46.7856,8.54265
GLATT-N,46.7929,8.53232
GLETSCHTAELI,46.7066,9.99426
GLIEMS GLATSCHER DA,46.7922,8.92004
GLOGGENTUERMLI,46.5746,8.59052
GOLDENHORN-SW,46.5389,7.94183
GOLEGG,46.6144,8.25324
GOLEGGHORN-W,46.6163,8.24543
GORNER,45.97,7.8
GR. SIDELHORN-NE,46.544,8.28999
GRAND CARRE (PART OF B84/15),45.9111,7.27885
GRAND CORNIER-E-I,46.0514,7.61564
GRAND CORNIER-E-II,46.0523,7.62727
GRAND CORNIER-NE-I,46.0595,7.62471
GRAND CORNIER-NE-II,46.0559,7.62082
GRAND DESERT,46.0699,7.3423
GRAND MUVERAN-NE,46.2382,7.12879
GRAND PLAN NEVE,46.25,7.15
GRAND REVERS,46.1314,6.9392
GRAND RUAN-I,46.1249,6.90433
GRAND RUAN-II,46.1249,6.90045
GRAND TAVE,45.9921,7.31603
GRANDE DENT DE VEISIVI-SE,46.0479,7.53424
GRANDE LIRE GLACIER DE LA,45.9463,7.40511
GRANDE LUI,45.9546,7.05431
GRANDE PENTE,46.134,6.91201
GRANDS GLACIER DES,46.0057,6.99973
GRASSEN-E,46.7736,8.4861
GRASSEN-W,46.771,8.47688
GRAUHORN,46.51,9.027
GRAW STOCK,46.7837,8.55832
GREDETSCH-E,46.4085,7.92892
GREDETSCHHORLI-SW (PART OF B34/06N),46.4086,7.90681
GREDETSCH-W,46.4104,7.91463
GREINA GLATSCHER  DALLA,46.6303,8.9796
GRIALETSCH VADRET DA,46.6954,9.97149
GRIES,46.4446,8.3398
GRIESS (KLAUSEN),46.83,8.83
GRIESSBRAWEN,46.7924,8.58994
GRIESSEGGEN,46.8269,8.80171
GRIESSEN (OBWALDEN),46.85,8.5
GRIESSENFIRN (UR),46.7259,8.48125
GRIESSERNU,46.1889,8.0012
GRIESSFIRN-I (NO. 74),46.8339,8.81762
GRIESSFIRN-II,46.8436,8.83885
GRIESSHUBEL,46.793,8.52184
GROSS BAND,46.6357,8.50824
GROSS FURKA-S ('73 COMBINED),46.5934,8.41605
GROSS FUSSHORN-NW (PART OF B36/01),46.4325,7.99289
GROSS FUSSHORN-SW (GROUP OF GLACIERETS),46.428,7.99414
GROSS MUTTEN,46.5446,8.43212
GROSS SCHNEE,47.2474,9.34489
GROSSER ALETSCH,46.5,8.03
GROSSES FIESCHERHORN-NE,46.5518,8.06322
GROSSES FIESCHERHORN-W,46.5536,8.06194
GROSSHORN-S (PART OF B31/19N),46.4796,7.91393
GROSSSTRUBEL-NE,46.414,7.56089
GROSSSTRUBEL-SW,46.4131,7.55959
GRUBEN,46.17,7.98
GRUEBEJOCH-N,46.6118,8.24276
GRUEBEJOCH-NE,46.6109,8.24796
GRUEBEJOCH-W,46.6091,8.24272
GRUEBEN,46.5974,8.24776
GRUEEBU-N-I (PART OF B51/17N),46.1761,7.98899
GRUEEBU-N-II (PART OF B51/17N),46.1716,7.98894
GRUEEBU-S (PART OF B51/17N),46.1671,7.99537
GRUENEGG-NE (PART OF B36/49N),46.5131,8.06147
GRUENHOERNLI-NW,46.5193,8.08109
GRUNERHORN S,46.535,8.187
GRUNERHORN-N,46.5439,8.18047
GRUNERHORN-NW,46.5421,8.17784
GSPALTENHORN,46.5124,7.8191
GSPALTENHORN-N,46.5141,7.82954
GUEFER,46.523,9.06257
GUEFERHORN-W,46.5124,9.05053
GUEGLIA VADRET-S,46.4928,9.76264
GUEZ VADRET DAL,46.3557,9.77757
GUGGI,46.5513,7.96933
GUGGITALERSCHNEE (ONLY '73),46.8242,8.55261
GUMMICHAELEN,46.6688,8.32332
GUPPENFIRN,46.9998,9.00336
GURALETSCH,46.5508,9.13123
GURSCHENFIRN,46.605,8.61336
GUSPISFIRN,46.5762,8.61013
GUTZ,46.6415,8.1074
GWAECHTENHORN,46.6878,8.41907
HAELSIFIRN,46.8212,8.82647
HAFENTAELLI,46.8165,9.94573
HANGEND BE,46.6284,8.18946
HANGEND VS,46.4918,8.16933
HANGENDE,46.0293,7.924
HANGENDE,46.3811,7.80389
HANGENDHORN-NE-I,46.6329,8.18953
HANGENDHORN-NE-II,46.632,8.188209
HANGENDHORN-S,46.6248,8.18289
HANGFIRN (RUETIFIRN),46.7213,8.49162
HANGFIRN UR,46.7934,8.82182
HANGFIRN UR,46.7365,8.68558
HANGFIRN UR,46.7142,8.48363
HASENSTOCK,46.8555,8.48376
HEIMSTOCK-SE,46.8044,8.87714
HEIMSTOCK-SW,46.8037,8.86271
HELSE-E,46.3135,8.18641
HELSE-N,46.3047,8.18305
HELSENHORN-N,46.3063,8.19151
HELSE-S,46.3027,8.18497
HENGSTEREN,46.6413,8.13087
HERCHUMME,46.4192,8.25941
HIENDERSTOCK-NE (PART OF A54I/19N),46.5904,8.21243
HIENDERSTOCK-SE (PART OF A54G/61N),46.585,8.21887
HIENDERTELLTI (PART OF A54I/19N),46.5903,8.22939
HIENDERTELLTIHORN-NW,46.6047,8.23351
HILLE,46.303,8.14343
HILLEHORN-N,46.3057,8.14217
HINDER GADENLAUIEGG,46.7152,8.37117
HINDRE SCHMADRI,46.4876,7.8868
HINDRISTS BUSENTAL,46.5213,7.84784
HINT. TIERBERG-NE,46.5499,8.21706
HINT. TRIFT-E,46.585,8.21104
HINT. TRIFT-MITTE,46.586,8.20323
HINT. TRIFT-W,46.5852,8.19539
HINTER GURSCHEN,46.6049,8.6238
HINTER LOCHSTOCK ('73 COMBINED),46.6346,8.52781
HINTER ROETIFIRN,46.818,8.93779
HINTER ROETIFIRN-S,46.8135,8.93766
HINTER STOECKLI,46.7456,8.75777
HINTER TIERBERG,46.6818,8.38366
HINTERSULZFIRN,46.88,9.05
HOCHFIRN,46.5379,7.96007
HOCHFIRN-S,46.5352,7.95744
HOCKENHORN-N,46.4298,7.74437
HOCKENHORN-NW,46.4298,7.74047
HOEHBERG,46.5106,9.10912
HOEHENBERG (ONLY '73),46.77,8.48603
HOHBALM,46.111,7.8758
HOHBERG,46.1047,7.85247
HOHGLEIFA-NW,46.3721,7.79083
